time	x
0	0
0.009989012	0.797461538
0.019978024	1.329251012
0.029967036	1.735200669
0.039956048	2.778630078
0.04994506	3.361696833
0.059934073	4.028613054
0.069923085	5.401266417
0.079912097	7.716870629
0.089901109	8.575530504
0.099890121	9.76409445
0.109879133	10.96029698
0.119868145	12.18785178
0.129857157	13.65112388
0.139846169	15.15891608
0.149835181	16.90631868
0.159824193	17.92485394
0.169813205	19.78332455
0.179802218	22.00360238
0.18979123	24.52730769
0.199780242	25.70993213
0.209769254	27.95712351
0.219758266	29.90022624
0.229747278	32.19423077
0.23973629	34.05096154
0.249725302	36.15012821
0.259714314	38.27516367
0.269703326	40.6456044
0.279692338	42.45415921
0.289681351	45.74324877
0.299670363	47.43012821
0.309659375	49.96420781
0.319648387	52.37884615
0.329637399	53.35044784
0.339626411	54.60512821
0.349615423	58.51448195
0.359604435	59.35328455
0.369593447	62.3076363
0.379582459	61.69982517
0.389571471	62.24181975
0.399560483	66.12385115
0.409549496	70.8587247
0.419538508	72.90425101
0.42952752	71.81616424
0.439516532	73.58012821
0.449505544	80.84875566
0.459494556	80.09187063
0.469483568	88.38290598
0.47947258	88.74101256
0.489461592	91.27876766
0.499450604	93.02508945
0.509439616	96.15288462
0.519428629	97.27017796
0.529417641	103.3856265
0.539406653	110.2308085
0.549395665	112.9228365
0.559384677	111.5715261
0.569373689	114.0530655
0.579362701	124.4509615
0.589351713	123.7437646
0.599340725	127.854638
0.609329737	127.7742723
0.619318749	129.0899321
0.629307761	144.2374615
0.639296774	147.7164027
0.649285786	145.7023504
0.659274798	151.7830268
0.66926381	145.4919231
0.679252822	148.4088462
0.689241834	155.2123379
0.699230846	161.2316434
0.709219858	163.2436502
0.71920887	165.5934615
0.729197882	166.2824756
0.739186894	167.5641465
0.749175907	172.2727208
0.759164919	169.2934615
