time	x
0	0
0.010011012	0.364126044
0.020022024	1.031914894
0.030033036	2.976096664
0.040044048	5.575602837
0.050055061	7.61143617
0.060066073	10.28308251
0.070077085	13.40503373
0.080088097	15.18465046
0.090099109	18.80893617
0.100110121	21.21756362
0.110121133	25.34281372
0.120132145	30.09765412
0.130143157	33.35893617
0.14015417	37.09685284
0.150165182	41.18563342
0.160176194	46.10468838
0.170187206	49.95113397
0.180198218	54.3797054
0.19020923	59.5775076
0.200220242	64.55399946
0.210231254	69.42893617
0.220242266	74.95538778
0.230253279	79.51364205
0.240264291	85.16098436
0.250275303	89.47788354
0.260286315	94.05591291
0.270297327	100.4229088
0.280308339	105.551235
0.290319351	117.2289362
0.300330363	123.2970843
0.310341376	128.4922198
0.320352388	134.6420869
0.3303634	140.2295813
0.340374412	146.0568309
0.350385424	152.4216634
0.360396436	157.93272
0.370407448	164.8412439
0.38041846	171.2975848
0.390429472	178.0239362
0.400440485	182.8762089
0.410451497	189.6762089
0.420462509	197.0593839
0.430473521	203.5699888
0.440484533	210.8880666
0.450495545	216.3235393
0.460506557	224.3228492
0.470517569	230.1034816
0.480528581	236.6600473
0.490539594	243.8730741
0.500550606	250.6605641
0.510561618	254.6382979
0.52057263	261.1977167
0.530583642	267.373426
0.540594654	274.1166781
0.550605666	279.7351431
0.560616678	282.0837188
0.57062769	289.8526399
0.580638703	298.1989362
0.590649715	304.8572695
0.600660727	308.5699888
0.610671739	316.4566285
0.630693763	328.1489362
0.640704775	334.9267139
0.650715787	338.3027823
0.670737812	353.1489362
0.680748824	360.6072695
0.690759836	362.9267139
0.700770848	370.4156028
0.71078186	379.4081954
0.720792872	386.1489362
0.730803884	394.7989362
0.740814896	400.9216634
0.750825908	407.3989362
0.760836921	415.6489362
0.780858945	299.7940975
0.790869957	307.0673035
0.800880969	419.5173572
0.810891981	452.795995
0.820902993	457.9098057
0.830914005	467.8156028
0.840925018	473.3307544
0.85093603	478.5360329
0.860947042	489.6943907
0.880969066	500.1489362
0.890980078	511.7278835
0.90099109	517.0199039
0.911002102	522.0125725
0.931024127	537.2077597
0.941035139	549.8156028
0.951046151	549.9346505
0.961057163	559.4822695
0.971068175	569.8364362
0.981079187	575.8632219
0.991090199	583.1924144
1.001101211	587.459281
1.011112223	602.0933806
1.021123236	608.3797054
1.031134248	614.3117269
1.04114526	623.9522149
1.051156272	632.1348517
1.061167284	639.1089362
1.071178296	648.5614362
1.081189308	654.7230102
1.09120032	663.9392588
1.101211332	670.8730741
1.111222345	678.6727457
1.121233357	687.3284233
