time	x
0	0
0.00998004	0.398598329
0.01996008	0.370321951
0.02994012	0.653832479
0.03992016	1.32704136
0.0499002	1.441011966
0.05988024	1.671974194
0.069860279	2.096567521
0.079840319	2.883438636
0.089820359	3.187591931
0.099800399	3.740454237
0.109780439	4.305647761
0.119760479	4.555439521
0.129740519	5.046628571
0.139720559	5.623051003
0.149700599	6.024191354
0.159680639	6.598689933
0.169660679	7.53703432
0.179640719	8.220370455
0.189620758	8.994796542
0.199600798	9.840654545
0.209580838	10.81018452
0.219560878	11.5002
0.229540918	12.25013797
0.239520958	12.95377143
0.249500998	14.09321802
0.259481038	15.2956698
0.269461078	16.40853333
0.279441118	17.31104906
0.289421158	18.69436667
0.299401198	19.49536129
0.309381238	20.75716203
0.319361277	21.64563478
0.329341317	22.72998723
0.339321357	23.83393016
0.349301397	25.19658554
0.359281437	25.98566931
0.369261477	27.12568544
0.379241517	28.32944354
0.389221557	29.68296699
0.399201597	31.17814118
0.409181637	32.19888421
0.419161677	33.51795862
0.429141717	34.44186667
0.439121756	36.1797045
0.449101796	36.83318319
0.459081836	38.4761009
0.469061876	40.4012223
0.479041916	41.68572632
0.489021956	43.62550488
0.499001996	44.69007603
0.508982036	45.58348025
0.518962076	47.30755294
0.528942116	48.59299359
0.538922156	49.7252
0.548902196	51.4738413
0.558882236	52.19108785
0.568862275	54.22308732
0.578842315	57.13192727
0.588822355	57.27062254
0.598802395	59.3412
0.608782435	61.79443077
0.618762475	63.48102822
0.628742515	64.8661396
0.638722555	66.45968276
0.648702595	67.13282712
0.658682635	68.37099832
0.668662675	69.41964444
0.678642715	70.66331189
0.688622754	73.75804672
0.698602794	75.73983023
0.708582834	76.30951085
0.718562874	77.66412734
0.728542914	78.99810909
0.738522954	82.05642744
0.748502994	85.10324878
0.758483034	85.52727668
0.768463074	87.62758095
0.778443114	88.70117403
0.788423154	89.94538182
0.798403194	92.2996898
0.808383234	94.62556496
0.818363273	98.34882637
0.828343313	102.9034609
0.838323353	102.0506448
0.848303393	105.2654985
0.858283433	108.8598906
0.868263473	109.3534609
0.878243513	112.4118795
0.888223553	109.7343837
0.898203593	114.4177373
0.908183633	119.0735051
0.918163673	120.1618197
0.928143713	119.9264712
0.938123752	118.6983132
0.948103792	128.2231508
0.958083832	126.6163111
0.968063872	129.3603852
0.978043912	135.9608383
0.988023952	135.5568901
0.998003992	132.0351237
1.007984032	130.5832153
1.017964072	142.5256132
1.027944112	146.8667254
1.037924152	149.5852
1.047904192	143.2727232
1.057884232	149.3081114
1.067864271	155.0106839
1.077844311	156.1195299
1.087824351	157.5703417
1.097804391	164.2417025
1.107784431	165.1349015
1.117764471	165.4565084
1.127744511	171.6256717
1.137724551	173.5600168
1.147704591	176.9374642
1.157684631	179.6416835
1.167664671	182.9567287
1.177644711	185.8332
1.18762475	187.9152
