time	x
0	0
0.010011012	0.126177024
0.020022024	0.111111111
0.030033036	1.619307832
0.040044048	3.111111111
0.050055061	2.765656566
0.060066073	5.073375262
0.070077085	5.991708126
0.080088097	7.529715762
0.090099109	9.486111111
0.100110121	9.150326797
0.110121133	12.83333333
0.120132145	14.88034188
0.130143157	16.45039683
0.14015417	18.31111111
0.150165182	22.48320413
0.160176194	24.0959596
0.170187206	26.7835249
0.180198218	30.18128655
0.19020923	32.35726496
0.200220242	35.13708514
0.210231254	38.11111111
0.220242266	45.27390181
0.230253279	47.18055556
0.240264291	53.05228758
0.250275303	55.98383838
0.260286315	59.2957265
0.270297327	61.21500722
0.280308339	66.88383838
0.290319351	71.94089835
0.300330363	74.84696017
0.310341376	80.84084084
0.320352388	84.16565657
0.3303634	88.93803419
0.340374412	92.22222222
0.350385424	97.75694444
0.360396436	100.3492063
0.370407448	105.8366013
0.38041846	110.3968254
0.390429472	115.0396825
0.400440485	120.2581699
0.410451497	124.5111111
0.420462509	133.7057057
0.430473521	136.7777778
0.440484533	144.5277778
0.450495545	148.8861111
0.460506557	153.1111111
0.470517569	157.8184282
0.480528581	163.4769648
0.490539594	168.3333333
0.500550606	174.1736111
0.510561618	178.3333333
0.52057263	182.5944444
0.530583642	188.2415459
0.540594654	193.0898345
0.550605666	197.8067633
0.560616678	203.8686869
0.57062769	207.0458937
0.580638703	211.5828092
0.590649715	217.6900585
0.600660727	222.7474747
0.610671739	229.5321637
0.620682751	232.6111111
0.630693763	238.697318
0.640704775	244.9920635
0.650715787	248.1519274
0.660726799	253.8015873
0.670737812	259.1736111
0.680748824	265.0111111
0.690759836	271.2462462
0.700770848	274.9236111
0.71078186	279.3306233
0.720792872	285.4934641
0.730803884	289.2361111
0.740814896	295.7281324
0.750825908	301.4444444
0.760836921	305.9498208
0.770847933	313.4957265
0.780858945	314.989899
0.790869957	322.957265
0.800880969	326.9027778
0.810891981	330.7444444
0.820902993	337.875817
0.830914005	343.5304659
0.840925018	349.5111111
0.85093603	353.3819444
0.860947042	360.0753968
0.870958054	366.2905983
0.880969066	370.7539683
0.890980078	378.8464052
0.90099109	384.4444444
0.911002102	388.4354354
0.921013114	395.1111111
0.931024127	399.8111111
0.941035139	406.0260047
0.951046151	412.6111111
0.961057163	417.6880342
0.971068175	425.6111111
0.981079187	428.6217494
0.991090199	435.0304659
1.001101211	442.2387707
1.011112223	446.3819444
1.021123236	453.4161959
1.031134248	459.7678275
1.04114526	464.885759
1.051156272	471.6181534
1.061167284	478.6782753
1.071178296	485.3764172
1.081189308	489.468254
1.09120032	496.4777778
1.101211332	503.3578644
1.111222345	508.9325397
1.121233357	514.6800766
1.131244369	521.4495726
1.141255381	535.4188034
1.151266393	540.1111111
1.161277405	546.7003968
1.171288417	553.0215589
1.181299429	559.5986111
1.191310441	565.5429293
1.201321454	571.9979036
1.211332466	578.7555556
1.221343478	583.5149573
1.23135449	590.7111111
1.241365502	596.6666667
1.251376514	605.0676329
1.261387526	610.3015873
1.271398538	616.5153664
1.281409551	622.7111111
1.291420563	628.7333333
1.301431575	634.8469602
1.311442587	641.891933
1.321453599	648.9589372
1.331464611	654.8383838
1.341475623	660.1111111
1.351486635	667.4539683
1.361497647	674.4188034
1.37150866	681.3279786
1.381519672	686.9726496
1.391530684	694.6036484
1.401541696	700.6846405
1.411552708	705.4366925
