time	x
0	0
0.020012007	0.64
0.040024014	0.026
0.060036022	1.948
0.080048029	4.7
0.100060036	7.575
0.120072043	11.429
0.14008405	16.331
0.160096058	19.7
0.180108065	24.631
0.200120072	29.726
0.220132079	36.333
0.240144086	42.116
0.260156094	48.257
0.280168101	54.874
0.300180108	61.709
0.320192115	68.571
0.340204122	76.168
0.36021613	83.109
0.380228137	90.448
0.400240144	98.257
0.420252151	106.575
0.440264158	115.241
0.460276166	124.487
0.480288173	133.975
0.50030018	142.508
0.520312187	152.224
0.540324195	162.476
0.560336202	173.177
0.580348209	183.982
0.600360216	195.375
0.620372223	208.387
0.640384231	221.222
0.660396238	234.873
0.680408245	249.441
0.700420252	265.398
0.720432259	280.956
0.740444267	295.993
0.760456274	311.545
0.780468281	329.85
0.800480288	345.731
0.820492295	365.393
0.840504303	381.79
0.86051631	401.095
0.880528317	420.008
0.900540324	439.105
0.920552331	459.92
0.940564339	480.814
0.960576346	501.353
0.980588353	523.996
1.00060036	545.065
1.020612367	566.366
