time	x
0	0
0.020012007	1.624
0.040024014	4.817
0.060036022	7.253
0.080048029	10.692
0.100060036	14.892
0.120072043	21.103
0.14008405	26.096
0.160096058	30.549
0.180108065	35.561
0.200120072	41.823
0.220132079	48.291
0.240144086	55.67
0.260156094	62.265
0.280168101	68.575
0.300180108	76.595
0.320192115	85.607
0.340204122	94.423
0.36021613	101.825
0.380228137	110.543
0.400240144	120.505
0.420252151	131.347
0.440264158	141.111
0.460276166	152.598
0.480288173	162.579
0.50030018	175.536
0.520312187	188.15
0.540324195	202.135
0.560336202	214.216
0.580348209	229.313
0.600360216	242.577
0.620372223	261.72
0.640384231	277.642
0.660396238	295.653
0.680408245	311.984
0.700420252	331.416
0.720432259	350.532
0.740444267	368.564
0.760456274	390.6
0.780468281	410.515
0.800480288	433.729
0.820492295	456.105
0.840504303	481.65
0.86051631	505.158
0.880528317	531.643
0.900540324	556.776
